Title, Named Entity, Frequency
"Sundar Pichai", "millions", "1"
"Sundar Pichai", "Southeast Asia'", "1"
"Sundar Pichai", "AI", "1"
"Sundar Pichai", "MKBHD", "1"
"Sundar Pichai", "May 2021", "1"
"Sundar Pichai", "U.S. Congressional", "1"
"Sundar Pichai", "U.S. House Judiciary Committee", "1"
"Sundar Pichai", "Jillian", "1"
"Sundar Pichai", "Abril Danielle", "1"
"Sundar Pichai", "Wired's", "1"
"Sundar Pichai", "Issie Lapowsky", "1"
"Sundar Pichai", "The Sundar Pichai Hearing", "1"
"Sundar Pichai", "June 2021", "1"
"Sundar Pichai", "October 2020", "1"
"Sundar Pichai", "United States Senate Committee on Commerce, Science", "1"
"Sundar Pichai", "Transportation", "1"
"Sundar Pichai", "Section 230 of Communications Decency Act", "1"
"Sundar Pichai", "1934", "1"
"Sundar Pichai", "Commerce", "1"
"Sundar Pichai", "Facebook, Google", "1"
"Sundar Pichai", "October 1, 2020", "1"
"Sundar Pichai", "CNN", "1"
"Sundar Pichai", "Padma Awards", "1"
"Sundar Pichai", "26, 2022", "1"
"Sundar Pichai", "Google's Sundar Pichai", "1"
"Sundar Pichai", "January 25, 2022", "1"
"Sundar Pichai", "two", "1"
"Sundar Pichai", "FOXBusiness", "1"
"Sundar Pichai", "December 5, 2018", "1"
"Sundar Pichai", "FC Barcelona", "1"
"Sundar Pichai", "December 4, 2019 date March 2, 2017", "1"
"Sundar Pichai", "Quartz", "1"
"Sundar Pichai", "Quartz India", "1"
"Sundar Pichai", "December 4, 2019 date June 24, 2019", "1"
