Title, Named Entity, Sentence
Barack Obama, United States, List of federal political scandals in United States#Barack Obama administrations (2009–2017) List of federal political scandals, 2009–17
Barack Obama, United States, On January 5, 2017, United States House of Representatives voted 342–80 to condemn UN Resolution.
Barack Obama, United States, Hate Crimes Prevention Act, a measure that expanded Hate crime laws in United States#Federal prosecution of hate crimes 1969 United States federal hate crime law to include crimes motivated by a victim's actual or perceived gender, sexual orientation, gender identity, or disability.
Barack Obama, United States, Category Democratic Party presidents of United States
Barack Obama, United States, Obama emphasized issues of rapidly ending Iraq War, increasing Energy policy of United States energy independence, and Health care reform in United States reforming health care system, in a campaign that projected themes of hope and change.
Barack Obama, United States, He is only president born outside contiguous United States contiguous 48 states.
Barack Obama, United States, After winning 2012 United States presidential election re election by defeating Republican opponent Mitt Romney, Obama was Second inauguration of Barack Obama sworn in for a second term on January 20, 2013.
Barack Obama, United States, He nominated Sonia Sotomayor on May 26, 2009, to replace retiring Associate Justice of Supreme Court of United States Associate Justice David Souter; she was confirmed on August 6, 2009, becoming first Supreme Court Justice of Hispanic descent.
Barack Obama, United States, Category African American United States senators
Barack Obama, United States, Obama called for United States Congress Congress to pass legislation reforming [care in United States], a key campaign promise and a top legislative goal.
Barack Obama, United States, On August 31, 2010, Obama announced that United States combat mission in Iraq was over.
Barack Obama, United States, On January 16, 2013, one month after Sandy Hook Elementary School shooting, Obama signed 23 executive orders and outlined a series of sweeping proposals regarding Gun politics in United States gun control.
Barack Obama, United States, Since spring of 2013, secret meetings were conducted between United States and Cuba in neutral locations of Canada and Vatican City.
Barack Obama, United States, National Broadband Plan (United States)
Barack Obama, United States, By passing legislation, Congress was able to prevent a Federal government of United States U.S. government Default (finance) default on its obligations.
Barack Obama, United States, On December 22, 2010, Obama signed Don't Ask, Don't Tell Repeal Act of 2010, which fulfilled a promise made in 2008 presidential campaign to end don't ask, don't tell policy of 1993 that had prevented gay and lesbian people from serving openly in United States Armed Forces.
Barack Obama, United States, Since leaving office, Obama has remained active in Democratic politics, including campaigning for candidates in 2018 United States elections 2018 midterm elections, appearing at 2020 Democratic National Convention and campaigning for Biden during 2020 United States presidential election 2020 presidential election.
Barack Obama, United States, Obama was elected over Republican Party (United States) Republican nominee John McCain in 2008 United States presidential election general election and was First inauguration of Barack Obama inaugurated alongside his running mate Joe Biden, on January 20, 2009.
Barack Obama, United States, On April 14, 2020, Obama endorsed his former vice president Joe Biden, presumptive Democratic nominee, for president in 2020 United States presidential election 2020 election, stating that he has "all qualities we need in a president right now."
Barack Obama, United States, Category Candidates in 2012 United States presidential election
Barack Obama, United States, In 2016, Pentagon ended policy that barred Transgender personnel in United States military transgender people from serving openly in military.
Barack Obama, United States, Turning to elective politics, he Illinois Senate career of Barack Obama represented 13th district in Illinois Senate from 1997 until 2004, when he 2004 United States Senate election in Illinois ran for U.S. Senate.
Barack Obama, United States, Obama and McCain engaged in three United States presidential election debates presidential debates in September and October 2008.
Barack Obama, United States, He replaced military commander in Afghanistan, General David D. McKiernan, with former Special Forces (United States Army)
Barack Obama, United States, On December 23, 2016, under Obama Administration, United States abstained from United Nations Security Council Resolution 2334, which condemned Israeli settlement building in occupied Palestinian territories as a violation of international law, effectively allowing it to pass.
Barack Obama, United States, On October 30, 2009, Obama lifted ban on travel to United States by those infected with HIV.
Barack Obama, United States, The OECD Organisation for Economic Co operation and Development credits much faster growth in United States to stimulus plan of U.S. and austerity measures in European Union.
Barack Obama, United States, A 2018 survey of historians by American Political Science Association ranked Obama Historical rankings of presidents of United States 8th greatest American president.
Barack Obama, United States, Two days later, Obama partnered with former presidents Jimmy Carter, George H. W. Bush, Bill Clinton, and George W. Bush to work with One America Appeal to help victims of Hurricane Harvey and Hurricane Irma in Gulf Coast of United States Gulf Coast and Texas communities.
Barack Obama, United States, In 2013, Obama administration filed briefs that urged Supreme Court of United States Supreme Court to rule in favor of same sex couples in cases of Hollingsworth v. Perry (regarding Same sex marriage in United States same sex marriage) and United States v. Windsor (regarding Defense of Marriage Act).
Barack Obama, United States, The Bush and Obama administrations authorized spending and loan guarantees from Federal Reserve System Federal Reserve and United States Department of Treasury Department of Treasury.
Barack Obama, United States, Barack Hussein Obama II (   ; born August 4, 1961) is an American politician who served as 44th president of United States from 2009 to 2017.
Barack Obama, United States, In 2000, he lost a 2000 Illinois's 1st congressional district election Democratic primary race for Illinois's 1st congressional district in United States House of Representatives to four term incumbent Bobby Rush by a margin of two to one.
Barack Obama, United States, In May 2020, Obama criticized President Trump for Trump administration communication during COVID 19 pandemic his handling of COVID 19 pandemic in United States COVID 19 pandemic, calling his response to crisis "an absolute chaotic disaster", and stating that consequences of Presidency of Donald Trump Trump presidency have been "our worst impulses unleashed, our proud reputation around world badly diminished, and our democratic institutions threatened like never before."
Barack Obama, United States, When Trump announced his withdrawal of United States from Paris Agreement on June 1, Obama released a statement disagreeing with choice.
Barack Obama, United States, During his second Second inauguration of Barack Obama inaugural address on January 21, 2013, Obama became first U.S. president in office to call for full equality for gay Americans, and first time that a president mentioned LGBT rights in United States gay rights or word "gay" in an inaugural address.
Barack Obama, United States, A member of Democratic Party (United States) Democratic Party, Obama was first African American  president of United States.
Barack Obama, United States, Hate Crimes Prevention Act, first addition to existing federal hate crime law in United States since Democratic President Bill Clinton signed into law Church Arson Prevention Act of 1996.
Barack Obama, United States, In January 2007, he left Environment and Public Works committee and took additional assignments with United States Senate Committee on Health, Education, Labor and Pensions Health, Education, Labor and Pensions and United States Senate Committee on Homeland Security and Governmental Affairs Homeland Security and Governmental Affairs.
Barack Obama, United States, On June 19, 2008, Obama became first major party presidential candidate to turn down Campaign finance in United States#Public financing of campaigns public financing in general election since system was created in 1976.
Barack Obama, United States, Within a month of 2010 United States elections 2010 midterm elections, Obama announced a compromise deal with Congressional Republican leadership that included a temporary, two year extension of Bush tax cuts 2001 and 2003 income tax rates, a one year Federal Insurance Contributions Act tax payroll tax reduction, continuation of unemployment benefits, and a new rate and exemption amount for Estate tax in United States estate taxes.
Barack Obama, United States, A New Beginning" in relations between Islamic world and United States and promoting Middle East peace.
Barack Obama, United States, In foreign policy, he increased U.S. troop levels in War in Afghanistan (2001–present) Afghanistan, reduced nuclear weapons with United States–Russia New START treaty, and Withdrawal of U.S. troops from Iraq (2007–2011) ended military involvement in Iraq War.
Barack Obama, United States, List of African American United States senators
Barack Obama, United States, On November 6, 2012, Obama won 332 Electoral College (United States) electoral votes, exceeding 270 required for him to be reelected as president.
Barack Obama, United States, After a United States debt ceiling crisis of 2011 lengthy debate over national debt limit, he signed Budget Control Act of 2011 Budget Control and American Taxpayer Relief Act of 2012 American Taxpayer Relief Acts.
Barack Obama, United States, During his July 2015 trip, Obama also was first U.S. president ever to United States presidential visits to Sub Saharan Africa visit Kenya, which is homeland of his father.
Barack Obama, United States, Together with Health Care and Education Reconciliation Act amendment, it represents Health care in United States U.S. healthcare system's most significant regulatory overhaul and expansion of coverage since passage of Medicare (United States) Medicare and Medicaid in 1965.
Barack Obama, United States, He advocated for Gun politics in United States gun control in response to Sandy Hook Elementary School shooting, indicating support for a ban on assault weapons, and issued wide ranging executive actions concerning global warming and immigration.
Barack Obama, United States, The economy of United States has grown faster than other original NATO members by a wider margin under President Obama than it has anytime since end of World War II.
Barack Obama, United States, Obama and Medvedev signed New START treaty in April 2010, and United States Senate U.S. Senate ratified it in December 2010.
Barack Obama, United States, In August 2014, during Sinjar massacre, Obama ordered a American led intervention in Iraq (2014–present)#United States airstrikes campaign of U.S. airstrikes against ISIS.
Barack Obama, United States, He is one of three United States senators moved directly from U.S. Senate to White House, others are Warren G. Harding and John F. Kennedy.
Barack Obama, United States, On November 4, Obama won presidency with 365 Electoral College (United States) electoral votes to 173 received by McCain.
Barack Obama, United States, Category Presidents of United States
Barack Obama, United States, Scholars and historians rank him among Historical rankings of presidents of United States#Notable scholar surveys upper to mid tier of American presidents.
Barack Obama, United States, On July 1, 2015, President Obama announced that formal diplomatic relations between Cuba and United States would resume, and embassies would be opened in Washington and Havana.
Barack Obama, United States, Category Democratic Party (United States) presidential nominees
Barack Obama, United States, During Obama's presidency, a record 3.2 million people Deportation and removal from United States were deported from United States.
Barack Obama, United States, In December 2013, Obama declared that growing Income inequality in United States income inequality is a "defining challenge of our time" and called on Congress to bolster safety net and raise wages.
Barack Obama, United States, In February and March 2009, Vice President Joe Biden and United States Secretary of State Secretary of State Hillary Clinton made separate overseas trips to announce a "new era" in U.S. foreign relations with Russia and Europe, using terms "break" and "Russian reset reset" to signal major changes from policies of preceding administration.
Barack Obama, United States, According to Pew Research Center and United States Bureau of Justice Statistics, from December 31, 2009, to December 31, 2015, inmates sentenced in U.S. federal custody declined by five percent.
Barack Obama, United States, Meeting with his national security advisers over course of next six weeks, Obama rejected a plan to bomb compound, and authorized a "surgical raid" to be conducted by United States Navy SEALs.
Barack Obama, United States, In 2014, Obama likened Zionist movement to civil rights movement in United States.
Barack Obama, United States, Category United States senators from Illinois
Barack Obama, United States, Category African American candidates for President of United States
Barack Obama, United States, Obama also established White House Task Force to Protect Students from Sexual Assault through a government memorandum on January 22, 2014, with a broad mandate to advise him on issues relating to sexual assault on college and university campuses throughout United States.
Barack Obama, United States, With 51.1 percent of popular vote, Obama became first Democratic president since Franklin D. Roosevelt to win List of United States presidential elections by popular vote margin majority of popular vote twice.
Barack Obama, United States, Category Democratic Party United States senators
Barack Obama, United States, In 2011, United States vetoed a Security Council resolution condemning Israeli settlements, with United States being only nation to do so.
Barack Obama, United States, Category Candidates in 2008 United States presidential election
Barack Obama, United States, He graduated with a Bachelor of Arts degree in 1983 and a 3.7 Grading (education)#United States GPA.
Barack Obama, United States, Category LGBT rights activists from United States
Barack Obama, United States, Hate Crimes Prevention Act expanded Hate crime laws in United States existing federal hate crime laws in United States to apply to crimes motivated by a victim's actual or perceived gender, sexual orientation, gender identity, or disability, and dropped prerequisite that victim be engaged in a federally protected activity.
Barack Obama, United States, He used his power under Antiquities Act to create 25 new National monument (United States) national monuments during his presidency and expand four others, protecting a total of  of federal lands and waters, more than any other U.S. president.
Barack Obama, United States, During Obama's Presidency of Barack Obama terms as president, United States' reputation abroad, as well as American economy, significantly improved.
Barack Obama, United States, Obama visited Gulf, announced a federal investigation, and formed a bipartisan commission to recommend new safety standards, after a review by United States Secretary of Interior Secretary of Interior Ken Salazar and concurrent Congressional hearings.
Barack Obama, 2009, The First inauguration of Barack Obama inauguration of Barack Obama as 44th president took place on January 20, 2009.
Barack Obama, 2009, The American Recovery and Reinvestment Act of 2009 American Recovery and Reinvestment Act and Tax Relief, Unemployment Insurance Reauthorization, and Job Creation Act of 2010 Tax Relief, Unemployment Insurance Reauthorization, and Job Creation Act served as economic stimuli amidst Great Recession in United States Great Recession.
Barack Obama, 2009, The first bill signed into law by Obama was Lilly Ledbetter Fair Pay Act of 2009, relaxing statute of limitations for equal pay lawsuits.
Barack Obama, 2009, He announced an increase in U.S. troop levels to 17,000 military personnel in February 2009 to "stabilize a deteriorating situation in Afghanistan", an area he said had not received "strategic attention, direction and resources it urgently requires".
Barack Obama, 2009, These guarantees totaled about $11.5trillion, but only $3trillion had been spent by end of November 2009.
Barack Obama, 2009, When they moved to Washington, D.C., in January 2009, girls started at Sidwell Friends School.
Barack Obama, 2009, In March 2009, Obama's Treasury Secretary, Timothy Geithner, took further steps to manage financial crisis of 2007–08 financial crisis, including introducing Public–Private Investment Program for Legacy Assets, which contains provisions for buying up to $2trillion in depreciated real estate assets.
Barack Obama, 2009, On February 27, 2009, Obama announced that combat operations in Iraq would end within 18 months.
Barack Obama, 2009, Their 2009 tax return showed a household income of $5.5million—up from about $4.2million in 2007 and $1.6million in 2005—mostly from sales of his books.
Barack Obama, 2009, After public debate during Congressional summer recess of 2009, Obama delivered Barack Obama speech to joint session of Congress, September 2009 a speech to a joint session of Congress on September 9 where he addressed concerns over proposals.
Barack Obama, 2009, On October 1, 2009, Obama administration went ahead with a Bush administration program, increasing nuclear weapons production.
Barack Obama, 2009, On December 1, 2009, Obama announced deployment of an additional 30,000 military personnel to Afghanistan and proposed to begin troop withdrawals 18 months from that date; this took place in July 2011.
Barack Obama, 2009, Obama accepted this award in Oslo, Norway on December 10, 2009, with "deep gratitude and great humility."
Barack Obama, 2009, Presidency (2009–2017)
Barack Obama, 2009, List of federal political scandals in United States#Barack Obama administrations (2009–2017) List of federal political scandals, 2009–17
Barack Obama, 2009, On November 7, 2009, a health care bill featuring public option was passed in House.
Barack Obama, 2009, On October 9, 2009, Norwegian Nobel Committee announced that Obama had won 2009 Nobel Peace Prize "for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples."
Barack Obama, 2009, In 2009, Obama signed into law National Defense Authorization Act for Fiscal Year 2010, which contained in it Matthew Shepard and James Byrd Jr.
Barack Obama, 2009, He nominated Sonia Sotomayor on May 26, 2009, to replace retiring Associate Justice of Supreme Court of United States Associate Justice David Souter; she was confirmed on August 6, 2009, becoming first Supreme Court Justice of Hispanic descent.
Barack Obama, 2009, GDP growth returned in third quarter of 2009, expanding at a rate of 1.6 percent, followed by a 5.0 percent increase in fourth quarter.
Barack Obama, 2009, Obama was elected over Republican Party (United States) Republican nominee John McCain in 2008 United States presidential election general election and was First inauguration of Barack Obama inaugurated alongside his running mate Joe Biden, on January 20, 2009.
Barack Obama, 2009, On June 4, 2009, Obama delivered a speech at Cairo University in Egypt calling for "A New Beginning (speech)
Barack Obama, 2009, On October 30, 2009, Obama lifted ban on travel to United States by those infected with HIV.
Barack Obama, 2009, Nine months later, he was named 2009 Nobel Peace Prize laureate, a decision that drew a mixture of praise and criticism.
Barack Obama, 2009, Barack Hussein Obama II (   ; born August 4, 1961) is an American politician who served as 44th president of United States from 2009 to 2017.
Barack Obama, 2009, In a similar poll conducted by Harris in May 2009, Obama was rated as most popular world leader, as well as one figure most people would pin their hopes on for pulling world out of economic downturn.
Barack Obama, 2009, On February 17, 2009, Obama signed American Recovery and Reinvestment Act of 2009, a $787billion stimulus (economics) economic stimulus package aimed at helping economy recover from Great Recession deepening worldwide recession.
Barack Obama, 2009, On December 24, 2009, Senate passed its own bill—without a public option—on a party line vote of 60–39.
Barack Obama, 2009, On October 8, 2009, Obama signed Matthew Shepard and James Byrd Jr.
Barack Obama, 2009, In June 2009, dissatisfied with pace of economic stimulus, Obama called on his cabinet to accelerate investment.
Barack Obama, 2009, On July 14, 2009, House Democratic leaders introduced a 1,017 page plan for overhauling U.S. health care system, which Obama wanted Congress to approve by end of 2009.
Barack Obama, 2009, Since moving to Washington, D.C., in 2009, Obama family has attended several Protestant churches, including Shiloh Baptist Church (Washington, D.C.) Shiloh Baptist Church and St. John's Episcopal Church, Lafayette Square St. John's Episcopal Church, as well as Evergreen Chapel at Camp David, but members of family do not attend church on a regular basis.
Barack Obama, 2009, In 2009, he threw out ceremonial first pitch at 2009 Major League Baseball All Star Game All Star Game while wearing a White Sox jacket.
Barack Obama, 2009, In March 2009, Obama reversed a Bush era policy that had limited funding of embryonic stem cell research and pledged to develop "strict guidelines" on research.
Barack Obama, 2009, In February and March 2009, Vice President Joe Biden and United States Secretary of State Secretary of State Hillary Clinton made separate overseas trips to announce a "new era" in U.S. foreign relations with Russia and Europe, using terms "break" and "Russian reset reset" to signal major changes from policies of preceding administration.
Barack Obama, 2009, Obama intervened in automotive industry crisis of 2008–10 troubled automotive industry in March 2009, renewing loans for General Motors (GM) and Chrysler to continue operations while reorganizing.
Barack Obama, 2009, Special Forces commander Lt. Gen. Stanley A. McChrystal in May 2009, indicating that McChrystal's Special Forces experience would facilitate use of counterinsurgency tactics in war.
Barack Obama, 2009, According to Pew Research Center and United States Bureau of Justice Statistics, from December 31, 2009, to December 31, 2015, inmates sentenced in U.S. federal custody declined by five percent.
Barack Obama, 2009, In March 2009, Obama lifted a ban on using federal funds for stem cell research.
Barack Obama, 2009, In a February 2009 poll conducted in Western Europe and U.S. by Harris Insights & Analytics Harris Interactive for France 24 and International Herald Tribune, Obama was rated as most respected world leader, as well as most powerful.
Barack Obama, 2009, Fraud Enforcement and Recovery Act of 2009
Barack Obama, 2009, The unemployment rate rose in 2009, reaching a peak in October at 10.0 percent and averaging 10.0 percent in fourth quarter.
Barack Obama, 2009, On March 11, 2009, Obama created White House Council on Women and Girls, which formed part of White House Office of Intergovernmental Affairs Office of Intergovernmental Affairs, having been established by  with a broad mandate to advise him on issues relating to welfare of American women and girls.
Barack Obama, 2009, On June 26, 2009, Obama condemned Iranian government's actions towards protesters following 2009 Iranian presidential election Iran's 2009 presidential election.
Barack Obama, 2017, Obama left office on January 20, 2017, and continues to reside in Washington, D.C.
Barack Obama, 2017, Presidency (2009–2017)
Barack Obama, 2017, List of federal political scandals in United States#Barack Obama administrations (2009–2017) List of federal political scandals, 2009–17
Barack Obama, 2017, On January 5, 2017, United States House of Representatives voted 342–80 to condemn UN Resolution.
Barack Obama, 2017, After Senate Republicans revealed Better Care Reconciliation Act of 2017, their discussion draft of a health care bill to replace Affordable Care Act, Obama released a Facebook post on June 22 calling bill "a massive transfer of wealth from middle class and poor families to richest people in America."
Barack Obama, 2017, Obama's presidency ended on January 20, 2017, upon Inauguration of Donald Trump inauguration of his successor, Donald Trump.
Barack Obama, 2017, Netanyahu strongly criticized Obama administration's actions, and Israeli government withdrew its annual dues from organization, which totaled $6million, on January 6, 2017.
Barack Obama, 2017, Post presidency (2017–present)
Barack Obama, 2017, Barack Hussein Obama II (   ; born August 4, 1961) is an American politician who served as 44th president of United States from 2009 to 2017.
Barack Obama, 2017, Obama left office in January 2017 with a 60 percent approval rating.
Barack Obama, 2017, The relationship was not made public until May 2017, several months after his presidency had ended.
Barack Obama, 2017, On March 2, 2017, John F. Kennedy Presidential Library and Museum awarded Profile in Courage Award to Obama "for his enduring commitment to democratic ideals and elevating standard of political courage."
Barack Obama, 2017, International Politics 54.3 (2017)  373 388 online
Barack Obama, 2017, Many attempts by Senate Republicans to repeal ACA, including a "skinny repeal", have thus far failed, however in 2017 penalty for violating individual mandate was repealed effective 2019.
Barack Obama, 2017, Obama hosted inaugural summit of Obama Foundation in Chicago from October 31 to November 1, 2017.
Barack Obama, Barack, The First inauguration of Barack Obama inauguration of Barack Obama as 44th president took place on January 20, 2009.
Barack Obama, Barack, Barack Obama at Politifact
Barack Obama, Barack, List of Barack Obama 2012 presidential campaign endorsements
Barack Obama, Barack, Obama nominated Barack Obama Supreme Court candidates three justices to Supreme Court  Sonia Sotomayor and Elena Kagan were confirmed as justices, while Merrick Garland was Merrick Garland Supreme Court nomination denied hearings or a vote from Republican majority United States Senate Senate.
Barack Obama, Barack, After public debate during Congressional summer recess of 2009, Obama delivered Barack Obama speech to joint session of Congress, September 2009 a speech to a joint session of Congress on September 9 where he addressed concerns over proposals.
Barack Obama, Barack, List of federal political scandals in United States#Barack Obama administrations (2009–2017) List of federal political scandals, 2009–17
Barack Obama, Barack, In a 2006 interview, Obama highlighted diversity of family of Barack Obama his extended family  "It's like a little mini United Nations," he said.
Barack Obama, Barack, After winning 2012 United States presidential election re election by defeating Republican opponent Mitt Romney, Obama was Second inauguration of Barack Obama sworn in for a second term on January 20, 2013.
Barack Obama, Barack, Social policy of Barack Obama administration
Barack Obama, Barack, Category Barack Obama
Barack Obama, Barack, According to U.S. Bureau of Labor Statistics, Obama administration created 11.3&nbsp;million jobs from month after first inauguration of Barack Obama his first inauguration to end of his term.
Barack Obama, Barack, Obama was elected over Republican Party (United States) Republican nominee John McCain in 2008 United States presidential election general election and was First inauguration of Barack Obama inaugurated alongside his running mate Joe Biden, on January 20, 2009.
Barack Obama, Barack, List of things named after Barack Obama
Barack Obama, Barack, Obama's father, Barack Obama Sr. (1934–1982), was a married Luo people of Kenya and Tanzania Luo Kenyan from Nyang'oma Kogelo.
Barack Obama, Barack, of Barack Obama Presidential Library
Barack Obama, Barack, Speeches of Barack Obama
Barack Obama, Barack, Barack and Michelle Obama signed a deal on May 22, 2018, to produce docu series, documentaries and features for Netflix under Obamas' newly formed production company, Higher Ground Productions.
Barack Obama, Barack, Turning to elective politics, he Illinois Senate career of Barack Obama represented 13th district in Illinois Senate from 1997 until 2004, when he 2004 United States Senate election in Illinois ran for U.S. Senate.
Barack Obama, Barack, In 2008, a year after beginning Barack Obama 2008 presidential campaign his campaign, and after 2008 Democratic Party presidential primaries a close primary campaign against Hillary Clinton, he was nominated by Democratic Party for president.
Barack Obama, Barack, Barack Hussein Obama II (   ; born August 4, 1961) is an American politician who served as 44th president of United States from 2009 to 2017.
Barack Obama, Barack, During his second Second inauguration of Barack Obama inaugural address on January 21, 2013, Obama became first U.S. president in office to call for full equality for gay Americans, and first time that a president mentioned LGBT rights in United States gay rights or word "gay" in an inaugural address.
Barack Obama, Barack, During that time, Barack's father completed his undergraduate degree in economics in Hawaii, graduating in June 1962.
Barack Obama, Barack, According to Julian E. Zelizer Julian Zelizer's The Presidency of Barack Obama, under Obama's presidency, "Democrats lost more than one thousand seats in state legislatures, governors' mansions, and Congress during his time in office."
Barack Obama, Barack, Obama delivered Barack Obama election victory speech, 2008 his victory speech before hundreds of thousands of supporters in Chicago's Grant Park (Chicago)
Barack Obama, Barack, Outside of politics, Obama has published three Bibliography of Barack Obama bestselling books  Dreams from My Father (1995), The Audacity of Hope (2006) and A Promised Land (2020).
Barack Obama, Barack, His Barack Obama presidential primary campaign, 2008#New Hampshire concession speech after New Hampshire primary was set to music by independent artists as music video "
Barack Obama, Barack, List of people granted executive clemency by Barack Obama
Barack Obama, Barack, Assassination threats against Barack Obama
Barack Obama, Barack, In mid 1988, he traveled for first time in Europe for three weeks and then for five weeks in Kenya, where he met many of his Family of Barack Obama#Paternal relations paternal relatives for first time.
Barack Obama, Barack, https //en.wikipedia.org/wiki/Barack_Obama
Barack Obama, Barack, List of Barack Obama 2008 presidential campaign endorsements
Barack Obama, Barack, The Barack Obama Presidential Center is Obama's planned presidential library.
Barack Obama, Barack, In late August 1961, a few weeks after he was born, Barack and his mother moved to University of Washington in Seattle, where they lived for a year.
Barack Obama, Barack, In a Space policy of Barack Obama administration major space policy speech in April 2010, Obama announced a planned change in direction at NASA, U.S. space agency.
Barack Obama, Barack, In 2019, Barack and Michelle Obama bought a home on Martha's Vineyard from Wyc Grousbeck.
Barack Obama, Barack, Obama signed many landmark bills into law during his first two Presidency of Barack Obama years in office.
Barack Obama, Barack, Barack Obama
Barack Obama, Barack, During Obama's Presidency of Barack Obama terms as president, United States' reputation abroad, as well as American economy, significantly improved.
Barack Obama, Barack Obama, The First inauguration of Barack Obama inauguration of Barack Obama as 44th president took place on January 20, 2009.
Barack Obama, Barack Obama, Barack Obama at Politifact
Barack Obama, Barack Obama, List of Barack Obama 2012 presidential campaign endorsements
Barack Obama, Barack Obama, Obama nominated Barack Obama Supreme Court candidates three justices to Supreme Court  Sonia Sotomayor and Elena Kagan were confirmed as justices, while Merrick Garland was Merrick Garland Supreme Court nomination denied hearings or a vote from Republican majority United States Senate Senate.
Barack Obama, Barack Obama, After public debate during Congressional summer recess of 2009, Obama delivered Barack Obama speech to joint session of Congress, September 2009 a speech to a joint session of Congress on September 9 where he addressed concerns over proposals.
Barack Obama, Barack Obama, List of federal political scandals in United States#Barack Obama administrations (2009–2017) List of federal political scandals, 2009–17
