Title, Named Entity, Frequency
"Barack Obama", "13", "2"
"Barack Obama", "1980s", "2"
"Barack Obama", "11, 2017", "2"
"Barack Obama", "Independent", "2"
"Barack Obama", "May 3, 2017", "2"
"Barack Obama", "May 2017", "2"
"Barack Obama", "several months", "2"
"Barack Obama", "Sidley Austin", "2"
"Barack Obama", "July 10, 2008", "2"
"Barack Obama", "Sidwell Friends School", "2"
"Barack Obama", "Feldmann", "2"
"Barack Obama", "Science Monitor", "2"
"Barack Obama", "August 20, 2013", "2"
"Barack Obama", "May 8, 2021", "2"
"Barack Obama", "August 25, 2008", "2"
"Barack Obama", "July 14, 2009", "2"
"Barack Obama", "December 6, 2009", "2"
"Barack Obama", "January 30, 2009", "2"
"Barack Obama", "1986", "2"
"Barack Obama", "October 12, 2011", "2"
"Barack Obama", "Hyde Park", "2"
"Barack Obama", "Inflation year", "2"
"Barack Obama", "Kenwood", "2"
"Barack Obama", "CNNMoney", "2"
"Barack Obama", "April 24, 2008", "2"
"Barack Obama", "Fisher House Foundation", "2"
"Barack Obama", "PBS NewsHour", "2"
"Barack Obama", "January 27, 2012", "2"
"Barack Obama", "April 27, 2011", "2"
"Barack Obama", "January 4, 2013", "2"
"Barack Obama", "11, 2011", "2"
"Barack Obama", "Trinity United Church", "2"
"Barack Obama", "Jeremiah Wright", "2"
"Barack Obama", "November 17, 2008", "2"
"Barack Obama", "Shiloh Baptist Church", "2"
"Barack Obama", "Hindu", "2"
"Barack Obama", "Ethiopia", "2"
"Barack Obama", "April 8, 2021", "2"
"Barack Obama", "Developing Communities Project", "2"
"Barack Obama", "0028", "2"
"Barack Obama", "Bob", "2"
"Barack Obama", "McCormick", "2"
"Barack Obama", "March 30, 2007", "2"
"Barack Obama", "29", "2"
"Barack Obama", "Gamaliel Foundation", "2"
"Barack Obama", "40–42", "2"
"Barack Obama", "1990", "2"
"Barack Obama", "IL", "2"
"Barack Obama", "April 24, 1990", "2"
"Barack Obama", "Massachusetts", "2"
"Barack Obama", "Harvard Law 2007", "2"
"Barack Obama", "January 28, 2007", "2"
"Barack Obama", "Harvard Law 1990b", "2"
"Barack Obama", "Barack H. Obama", "2"
"Barack Obama", "Miami", "2"
"Barack Obama", "May 18, 2008", "2"
"Barack Obama", "two year", "2"
"Barack Obama", "June 8, 2008", "2"
"Barack Obama", "March 28, 2008", "2"
"Barack Obama", "20 years", "2"
"Barack Obama", "June 10, 2008", "2"
"Barack Obama", "African Americans", "2"
"Barack Obama", "1993", "2"
"Barack Obama", "Forty", "2"
"Barack Obama", "Miner, Barnhill & Galland", "2"
"Barack Obama", "Buycks Roberson", "2"
"Barack Obama", "Citibank Fed", "2"
"Barack Obama", "United States District Court", "2"
"Barack Obama", "Citibank Federal Savings Bank", "2"
"Barack Obama", "May 13, 1998", "2"
"Barack Obama", "DavisMiner", "2"
"Barack Obama", "Illinois Blue Book", "2"
"Barack Obama", "July 16, 2011", "2"
"Barack Obama", "Capitol", "2"
"Barack Obama", "Scott20070730", "2"
"Barack Obama", "August 24, 2000", "2"
"Barack Obama", "Illinois State", "2"
"Barack Obama", "United States House of Representatives", "2"
"Barack Obama", "January 2003", "2"
"Barack Obama", "June 7, 2008", "2"
"Barack Obama", "David Axelrod", "2"
"Barack Obama", "October 12, 2007", "2"
"Barack Obama", "2003", "2"
"Barack Obama", "Strausberg", "2"
"Barack Obama", "Rose Garden", "2"
"Barack Obama", "Monica  date", "2"
"Barack Obama", "Chicago Magazine", "2"
"Barack Obama", "Jack Ryan", "2"
"Barack Obama", "June 25, 2004", "2"
"Barack Obama", "Alan Keyes", "2"
"Barack Obama", "Congressional Black Caucus", "2"
"Barack Obama", "Nunn", "2"
"Barack Obama", "May 1, 2008", "2"
"Barack Obama", "Tom Coburn", "2"
"Barack Obama", "June 3, 2008", "2"
"Barack Obama", "Secure America", "2"
"Barack Obama", "Orderly Immigration Act", "2"
"Barack Obama", "December 2006", "2"
"Barack Obama", "January 26, 2012", "2"
"Barack Obama", "January 2007", "2"
"Barack Obama", "September 2007", "2"
"Barack Obama", "Nathaniel  Weixel", "2"
"Barack Obama", "August 2005", "2"
"Barack Obama", "State Children's", "2"
"Barack Obama", "Health Insurance Program", "2"
"Barack Obama", "one year", "2"
"Barack Obama", "December 9, 2006", "2"
"Barack Obama", "Labor", "2"
"Barack Obama", "Education", "2"
"Barack Obama", "Photograph Obama", "2"
"Barack Obama", "1.3", "2"
"Barack Obama", "Electoral", "2"
"Barack Obama", "ChicagoTribune_Pearson_20070210", "2"
"Barack Obama", "September 20, 2008", "2"
"Barack Obama", "Lincoln", "2"
"Barack Obama", "April 14, 2008", "2"
"Barack Obama", "PublicAffairs", "2"
"Barack Obama", "August 23, 2008", "2"
"Barack Obama", "Colorado", "2"
"Barack Obama", "08 27", "2"
"Barack Obama", "Invesco Field", "2"
"Barack Obama", "NPR  date", "2"
"Barack Obama", "Electoral College", "2"
"Barack Obama", "hundreds of thousands", "2"
"Barack Obama", "April 5, 2011", "2"
"Barack Obama", "November 7, 2012", "2"
"Barack Obama", "July 2013", "2"
"Barack Obama", "Franklin D. Roosevelt", "2"
"Barack Obama", "Nation", "2"
"Barack Obama", "thousands", "2"
"Barack Obama", "100 days", "2"
"Barack Obama", "William  date", "2"
"Barack Obama", "January 21, 2009", "2"
"Barack Obama", "January 23, 2013", "2"
"Barack Obama", "George W. Bush's", "2"
"Barack Obama", "Mexico City Policy", "2"
"Barack Obama", "Laura", "2"
"Barack Obama", "Michael  date", "2"
"Barack Obama", "Sheryl Gay Stolberg", "2"
"Barack Obama", "June 15, 2009  date", "2"
"Barack Obama", "Sotomayor", "2"
"Barack Obama", "Lisa", "2"
"Barack Obama", "Suzanne", "2"
"Barack Obama", "March 11, 2009", "2"
"Barack Obama", "White House Council on Women and Girls", "2"
"Barack Obama", "Washington, DC", "2"
"Barack Obama", "Sexualassault", "2"
"Barack Obama", "Valerie", "2"
"Barack Obama", "Memo", "2"
"Barack Obama", "Constellation", "2"
"Barack Obama", "January 30, 2011", "2"
"Barack Obama", "February 12, 2013", "2"
"Barack Obama", "January 5, 2016", "2"
"Barack Obama", "Patriot Act", "2"
"Barack Obama", "Matthew Shepard", "2"
"Barack Obama", "October 30, 2009", "2"
"Barack Obama", "December 23, 2010", "2"
"Barack Obama", "12 23", "2"
"Barack Obama", "Jesse", "2"
"Barack Obama", "May 10, 2012", "2"
"Barack Obama", "LGBT rights", "2"
"Barack Obama", "April 21, 2013", "2"
"Barack Obama", "March 30, 2009", "2"
"Barack Obama", "2007–08", "2"
"Barack Obama", "General Motors", "2"
"Barack Obama", "Chapter 11", "2"
"Barack Obama", "Italian", "2"
"Barack Obama", "April 12, 2010", "2"
"Barack Obama", "Bloomberg News", "2"
"Barack Obama", "Christopher", "2"
"Barack Obama", "September 1, 2010", "2"
"Barack Obama", "Federal Reserve System Federal Reserve", "2"
"Barack Obama", "August 3, 2011", "2"
"Barack Obama", "October", "2"
"Barack Obama", "10.0 percent", "2"
"Barack Obama", "fourth quarter", "2"
"Barack Obama", "year", "2"
"Barack Obama", "Labor Review", "2"
"Barack Obama", "134", "2"
"Barack Obama", "December 2010", "2"
"Barack Obama", "first quarter", "2"
"Barack Obama", "Bureau of Economic Analysis", "2"
"Barack Obama", "May 12, 2011", "2"
"Barack Obama", "July 2010", "2"
"Barack Obama", "Financial Times", "2"
"Barack Obama", "1.35", "2"
"Barack Obama", "September 12, 2018", "2"
"Barack Obama", "Chris", "2"
"Barack Obama", "January", "2"
"Barack Obama", "April 26, 2010", "2"
"Barack Obama", "World War II", "2"
"Barack Obama", "Congressional", "2"
"Barack Obama", "Herszenhorn", "2"
"Barack Obama", "Jim", "2"
"Barack Obama", "December 4, 2013", "2"
"Barack Obama", "Trans Pacific Partnership", "2"
"Barack Obama", "September 5, 2016", "2"
"Barack Obama", "BP", "2"
"Barack Obama", "June 1, 2010", "2"
"Barack Obama", "Alaska", "2"
"Barack Obama", "Allen", "2"
"Barack Obama", "Patient Protection and Affordable Care Act", "2"
"Barack Obama", "May 17, 2015", "2"
"Barack Obama", "July 22, 2009", "2"
"Barack Obama", "Robert  last2", "2"
"Barack Obama", "Health Care Reform", "2"
"Barack Obama", "FPL", "2"
"Barack Obama", "March 20, 2010", "2"
"Barack Obama", "Elmendorf", "2"
"Barack Obama", "10.1001", "2"
"Barack Obama", "jama.2016.9797", "2"
"Barack Obama", "27400401", "2"
"Barack Obama", "5069435", "2"
"Barack Obama", "June 28, 2012", "2"
"Barack Obama", "5–4", "2"
"Barack Obama", "Burwell", "2"
"Barack Obama", "Cairo University", "2"
"Barack Obama", "January 2015", "2"
"Barack Obama", "New Year's", "2"
"Barack Obama", "DeYoung", "2"
"Barack Obama", "Egypt", "2"
"Barack Obama", "June 26, 2009", "2"
"Barack Obama", "Iranian", "2"
"Barack Obama", "The Washington Times", "2"
"Barack Obama", "Saudi", "2"
"Barack Obama", "September 7, 2016", "2"
